Model,Dataset,N_runs,latency_ms_min,latency_ms_max,latency_ms_median,latency_ms_mean,latency_ms_std
RF,Static,30,30.768461999832653,41.89672900014557,32.25729450117797,34.44054273344227,3.5217009658267013
MLP,Static,30,0.09431199869140983,0.15152599982684478,0.09778449995792471,0.10601856663318661,0.015685731332065855
XGB,Static,30,0.3975290004746057,0.6740979995811358,0.45410750011797063,0.4928573000555237,0.07893617306385657
RF,Dynamic,30,31.517862000036985,45.32829299918376,32.8914890003216,35.46653796658696,4.750490893237315
MLP,Dynamic,30,0.12189200089778751,0.15444899880094454,0.1276079993112944,0.1321961665720058,0.008680912422770805
XGB,Dynamic,30,0.8910519987693988,1.6918579998309724,0.9687055004178546,1.1130495331114314,0.2382121704551236
